pick,round,team_key,player_key,game_id,league_id
171,15,273.l.777818.t.3,273.p.8565,273,777818
172,15,273.l.777818.t.10,273.p.6824,273,777818
173,15,273.l.777818.t.5,273.p.8354,273,777818
174,15,273.l.777818.t.8,273.p.24907,273,777818
175,15,273.l.777818.t.12,273.p.1111,273,777818
176,15,273.l.777818.t.7,273.p.9032,273,777818
177,15,273.l.777818.t.4,273.p.7223,273,777818
178,15,273.l.777818.t.1,273.p.25742,273,777818
179,15,273.l.777818.t.6,273.p.23976,273,777818
180,15,273.l.777818.t.11,273.p.7527,273,777818
